5/14/2022,-22.2528986,-45.7049987,96287 Eastwood Alley,""
7/12/2021,17.9410217,120.5817801,55919 Mallory Place,""
6/8/2020,36.982186,111.18115,61 Bobwhite Park,
4/29/2021,16.9270749,97.3678624,6995 Killdeer Circle,
11/18/2020,59.9026039,10.767309,8179 Washington Plaza,""
6/19/2022,-0.9761111,100.6838889,63149 Kingsford Street,
5/7/2022,7.2571325,5.2057909,12460 Shoshone Drive,
4/13/2020,-3.4301491,114.678669,47 Pine View Street,""
6/4/2021,29.002602,65.6639904,39 Golf View Avenue,""
8/8/2023,49.8932232,12.7301543,40 Surrey Way,""
3/27/2020,36.1505981,-95.78793,64347 Dottie Alley,""
3/15/2021,-6.8907337,111.2785407,04 Delaware Avenue,""
8/10/2022,23.084122,114.382541,,""
5/29/2022,-21.35188,-46.4970116,3480 Lake View Place,""
1/7/2023,14.63441,-91.578904,554 Scott Terrace,""
10/2/2020,42.8494142,27.7900409,8 Portage Avenue,""
5/12/2023,38.80549,-9.3277081,66941 Mifflin Parkway,""
5/7/2020,23.5958633,120.2858846,660 Marcy Road,""
11/13/2022,46.4027492,-63.7716391,9697 Comanche Center,""
7/14/2021,5.9,6.833333,6497 Schurz Center,
2/5/2021,53.180879,17.0835566,56262 South Way,""
9/30/2023,9.7209866,123.8784551,77 Boyd Point,""
7/28/2022,49.8881618,15.5262702,22 Moland Way,""
12/12/2022,4.9237913,-52.3205637,448 Continental Terrace,""
5/30/2023,30.9578398,107.8655766,14 Kings Circle,""
11/17/2021,50.8294542,19.2859852,8299 Forest Plaza,""
9/1/2020,29.060527,87.762163,,""
11/19/2020,50.749001,15.702767,98 Melrose Place,""
1/25/2023,28.976995,116.762907,90 Oriole Lane,""
1/2/2023,40.9175193,-8.4280201,43 Dakota Trail,""
12/24/2021,18.0226967,101.8812323,13 Fairview Point,""
5/10/2020,9.6522451,124.3690673,19114 Crest Line Place,""
8/9/2022,14.84276,-88.493797,14886 3rd Way,""
1/24/2024,-21.9221397,-50.7317774,25 Raven Crossing,""
1/12/2023,32.7089435,115.968206,25 Mitchell Center,""
3/20/2022,23.7221111,-15.9347384,8 Oak Valley Parkway,""
4/12/2020,49.1472664,-102.9866567,4 Cambridge Park,""
12/24/2023,54.3484483,20.168727,60 Summit Avenue,""
1/23/2022,32.903454,-117.2195678,706 Delladonna Lane,""
11/5/2023,-7.3162208,140.4308159,2236 Redwing Junction,""
12/19/2020,40.3418956,21.5118754,61 Clarendon Lane,""
5/3/2021,-7.1332,113.53472,72307 Main Crossing,""
12/29/2021,-8.3243906,122.9846079,967 Oriole Street,""
4/5/2023,10.554131,123.0143845,5 Caliangt Avenue,""
1/8/2023,-5.7966464,-35.2370177,43415 Donald Road,""
7/7/2020,39.952319,119.598195,25 Texas Road,""
8/11/2022,-6.3621916,106.8502879,267 Kipling Place,""
6/23/2022,51.7173795,15.4240467,07301 Oriole Place,""
2/12/2020,59.4487214,17.8043161,7 Hovde Center,""
7/20/2023,52.1028471,21.0281495,513 Fair Oaks Street,""
9/30/2020,9.9296381,123.1721164,2 Anthes Court,""
1/26/2024,43.3497076,26.626104,69070 Luster Terrace,""
11/29/2020,40.7553689,-8.6455126,86164 Sullivan Lane,""
5/2/2021,48.94153,-125.54635,62 Jay Road,""
11/15/2020,16.9022,121.76191,,""
8/26/2021,53.2580126,-113.5502218,65 Waxwing Terrace,""
3/10/2022,38.4112661,140.3538627,6 Continental Alley,""
7/20/2021,9.6314,123.0873,602 Green Ridge Trail,""
3/19/2022,23.0404768,-82.0107395,2 Waywood Trail,""
7/20/2022,41.9867326,-8.3742728,72611 Logan Lane,""
4/22/2022,7.160227,125.05806,75350 Algoma Lane,
9/21/2020,51.7211356,5.2985109,01231 Bay Crossing,""
8/30/2022,8.12722,122.845,7 Sachtjen Trail,
2/13/2022,9.3887516,-67.0613528,,
1/12/2024,57.5798009,11.9641514,6 Buena Vista Plaza,""
5/27/2023,49.0920346,16.6293361,,""
7/13/2022,27.022774,118.304966,6 West Crossing,""
8/1/2022,55.7728505,37.4897574,45926 Westport Avenue,""
7/11/2021,45.1364794,20.0820648,627 Atwood Center,""
1/25/2023,27.1840722,114.9749001,252 Hallows Court,""
2/21/2020,22.993423,113.718807,228 Mifflin Point,""
12/18/2021,53.3274494,17.8753018,,""
7/24/2021,11.5294306,122.0953896,75322 Sunfield Center,""
10/9/2021,28.151803,109.394445,611 Fairfield Circle,""
7/29/2020,10.6952642,106.704874,,""
8/28/2023,-8.5437,115.1036,092 Declaration Road,""
6/4/2022,43.9015048,22.2738011,8 Canary Road,""
7/27/2020,16.8660694,96.195132,01937 Mallard Road,""
6/8/2021,29.301449,111.101029,2 Brentwood Trail,""
1/17/2021,-6.716667,111.216667,,""
7/14/2020,-27.112723,-109.3496865,096 Oriole Avenue,""
5/10/2022,9.2209606,-74.4028287,56 Westerfield Crossing,""
9/26/2020,32.837949,35.399996,4 Artisan Terrace,""
9/9/2021,35.910325,14.424426,1 Leroy Junction,""
4/19/2022,29.809116,119.781131,04340 Surrey Plaza,""
3/19/2022,51.3854177,20.4867499,9664 Jenifer Way,""
7/18/2022,13.4441374,144.7820914,33 Truax Trail,""
9/9/2023,-17.7332512,168.3273245,77964 Morrow Terrace,""
9/16/2022,22.62097,100.721884,78 Bartelt Terrace,""
9/13/2021,38.6160491,-90.2291565,05 Di Loreto Road,""
1/8/2022,7.6703363,123.0043968,39158 Spenser Center,""
11/20/2021,59.312956,18.068285,,""
9/1/2020,32.7476492,-97.0924899,25587 Corscot Hill,""
1/13/2023,47.5271519,19.1172826,,""
11/9/2022,-27.4697707,153.0251235,45540 Karstens Alley,""
8/3/2020,-8.4813579,122.9634852,51 Pierstorff Street,""
4/14/2021,26.170171,118.190467,74175 Westerfield Alley,""
12/15/2022,18.0675189,-63.0824656,6163 Texas Circle,""
10/8/2021,13.875123,121.911825,1673 Cardinal Alley,""
2/7/2020,-6.9695439,112.5155694,938 Forest Place,""
6/16/2022,22.8157128,108.3451423,6 Meadow Valley Street,""
2/18/2021,45.7544209,17.049649,0 Darwin Court,""
10/5/2020,29.176523,120.390932,958 Center Trail,""
12/14/2023,-20.3438619,57.7636821,,""
7/26/2022,9.3554435,104.9856176,,""
9/6/2021,18.0506,121.819,,""
9/6/2023,38.3143554,26.1321521,0129 Golf Course Circle,""
2/25/2022,51.2358934,23.5939963,602 Porter Park,""
8/8/2020,31.352859,118.432941,289 Kinsman Avenue,""
5/29/2022,6.343847,-72.814792,0486 Melody Place,""
11/16/2022,19.199386,110.545513,9 Macpherson Pass,""
9/3/2023,13.3132472,12.6158803,4678 Burning Wood Park,""
10/3/2021,18.8539206,-71.3009387,700 Forest Run Park,
2/23/2023,41.2404491,44.8236089,,""
3/20/2022,43.6504207,1.3412205,67 Corry Drive,""
1/18/2023,29.26008,110.70434,76892 Pearson Park,""
10/30/2022,50.35008,-113.76866,0 Fordem Circle,""
10/5/2020,-26.433666,29.460311,,
6/20/2023,57.7162077,12.0399013,428 Tennessee Pass,""
9/28/2020,36.13521,107.382043,5 Bunker Hill Drive,""
4/16/2021,-10.8050342,-76.9794276,5 Ryan Road,""
12/22/2023,-43.2098678,171.3169384,25 Continental Crossing,""
1/17/2021,-32.9549324,27.9319131,1 Debra Trail,""
12/4/2023,38.290338,-8.2274142,928 Carey Drive,""
9/21/2021,40.71667,19.56667,27405 Lighthouse Bay Alley,""
6/14/2020,14.5427102,-91.4587127,,""
10/11/2020,65.9624289,28.1238568,,""
9/26/2021,39.9870663,48.4692545,9690 3rd Junction,""
3/26/2021,60.5686508,26.4733066,42393 Portage Park,""
1/27/2023,-8.4500758,118.7278177,04 Blaine Hill,""
12/23/2023,56.166667,107.433333,085 Corben Junction,""
7/29/2021,54.9295907,19.9482276,988 Clemons Hill,""
5/3/2023,58.1858939,11.9854751,64 Meadow Ridge Drive,
3/31/2020,-16.4443537,-39.0653656,16 Heffernan Crossing,""
3/24/2022,-6.1965654,106.8226808,919 Bunting Park,""
4/18/2020,32.331765,121.185201,7 Rusk Road,""
9/7/2021,10.333833,123.9266643,48 Delladonna Park,""
4/6/2020,45.97927,-81.9248,04 Bellgrove Avenue,""
4/19/2021,45.3095119,20.7261064,011 Sycamore Crossing,""
8/26/2023,40.401045,117.998902,,""
10/15/2021,41.6412644,19.705595,,
9/13/2020,49.0702518,23.8543141,9031 Monument Trail,""
11/27/2021,22.900182,112.892578,3 Eliot Parkway,""
6/28/2020,49.4841887,17.3382537,3 Bayside Park,
3/26/2022,47.577495,130.828626,79 American Ash Road,""
6/10/2021,47.3525565,127.4199187,72 Moose Alley,""
11/30/2023,14.5699334,121.0204582,6835 Dayton Pass,""
8/30/2020,13.60375,26.68413,1295 Anthes Junction,""
4/9/2023,24.546876,107.04219,58876 Golf Crossing,""
10/18/2020,-9.6670621,124.3754414,8370 Village Crossing,""
9/16/2022,14.0031627,0.7556575,4 New Castle Street,""
5/22/2022,59.8436248,10.790337,4644 Fallview Circle,""
9/12/2021,8.0693651,123.535497,8771 American Ash Point,""
9/1/2021,15.0983576,-90.3903337,4566 Caliangt Lane,""
11/12/2020,-6.9211461,107.6940475,15 Monterey Point,
6/29/2023,55.84069,55.40834,14 Warrior Crossing,
2/8/2022,49.935213,21.8727139,63 Ryan Crossing,
12/16/2022,40.4501529,-7.9700042,,""
3/3/2021,41.6714042,-8.410695,75692 Mandrake Center,""
9/6/2021,-29.4933611,-63.6964035,63609 Bunker Hill Center,""
11/22/2023,-22.0853991,-65.5975218,931 Norway Maple Parkway,""
4/26/2021,-6.801576,108.0331918,1409 Algoma Trail,""
3/6/2020,-10.4585809,121.9615308,44 Armistice Junction,""
1/2/2022,45.3613644,18.5422141,7563 Hansons Crossing,""
4/21/2022,38.569555,114.040348,00263 Laurel Alley,""
7/6/2022,48.8383589,2.6618245,,""
10/28/2021,-22.4101426,-47.5717516,901 Bonner Place,""
10/24/2021,46.4845293,13.7857145,26 Mandrake Park,""
9/17/2021,43.6709677,26.7336839,054 Westend Circle,
11/4/2023,16.7909044,-62.2106241,,""
3/3/2023,33.347316,120.16366,1236 Old Gate Alley,""
6/30/2020,7.7657031,-80.2711588,906 Merrick Road,""
5/11/2021,30.6107721,53.1911235,97 Derek Crossing,""
5/5/2020,9.9372776,105.6236585,1 Bellgrove Road,""
3/12/2020,16.1160065,100.8451467,7031 Burning Wood Place,""
1/15/2022,31.2371338,121.498955,4897 5th Alley,""
5/16/2020,40.3111887,-3.7371617,50 Leroy Place,""
12/14/2023,44.7739151,34.5968895,693 Charing Cross Terrace,""
1/3/2021,41.6570939,-8.573081,6894 Truax Hill,""
1/20/2022,14.6592829,121.0483527,1803 Cottonwood Center,""
4/13/2023,-8.1101209,112.3963638,6 Dakota Hill,""
1/26/2022,9.7016493,-84.1005807,23 Ryan Circle,""
